ActivityID,LeadID,Date,ActivityType,AssignedRepID,created_at,updated_at
5174,3269,2024-07-11,meeting,20,2024-11-11 09:19:27,2024-11-11 09:19:27
5175,1116,2023-03-12,call,42,2024-11-11 09:19:27,2024-11-11 09:19:27
5176,7759,2023-02-12,meeting,27,2024-11-11 09:19:27,2024-11-11 09:19:27
5177,5916,2024-03-20,meeting,38,2024-11-11 09:19:27,2024-11-11 09:19:27
5178,420,2023-12-24,call,41,2024-11-11 09:19:27,2024-11-11 09:19:27
5179,4957,2024-05-08,call,50,2024-11-11 09:19:27,2024-11-11 09:19:27
5180,5551,2024-06-11,call,14,2024-11-11 09:19:27,2024-11-11 09:19:27
5181,8371,2024-03-20,email,44,2024-11-11 09:19:27,2024-11-11 09:19:27
5182,6478,2024-03-13,call,45,2024-11-11 09:19:27,2024-11-11 09:19:27
5183,9098,2024-10-20,call,36,2024-11-11 09:19:27,2024-11-11 09:19:27
5184,4187,2023-04-14,meeting,9,2024-11-11 09:19:27,2024-11-11 09:19:27
5185,2311,2023-07-15,meeting,11,2024-11-11 09:19:27,2024-11-11 09:19:27
5186,6328,2022-11-12,meeting,38,2024-11-11 09:19:27,2024-11-11 09:19:27
5187,7137,2024-08-27,call,28,2024-11-11 09:19:27,2024-11-11 09:19:27
5188,3320,2023-06-25,meeting,33,2024-11-11 09:19:27,2024-11-11 09:19:27
5189,3325,2023-01-12,call,49,2024-11-11 09:19:27,2024-11-11 09:19:27
5190,8485,2024-09-28,email,6,2024-11-11 09:19:27,2024-11-11 09:19:27
5191,1618,2023-04-26,email,7,2024-11-11 09:19:27,2024-11-11 09:19:27
5192,289,2024-10-18,call,5,2024-11-11 09:19:27,2024-11-11 09:19:27
5193,5324,2023-05-22,meeting,6,2024-11-11 09:19:27,2024-11-11 09:19:27
5194,4371,2023-10-01,meeting,39,2024-11-11 09:19:27,2024-11-11 09:19:27
5195,3227,2024-08-20,meeting,15,2024-11-11 09:19:27,2024-11-11 09:19:27
5196,1737,2023-06-25,call,8,2024-11-11 09:19:27,2024-11-11 09:19:27
5197,9224,2022-12-03,meeting,12,2024-11-11 09:19:27,2024-11-11 09:19:27
5198,6136,2024-01-25,meeting,24,2024-11-11 09:19:27,2024-11-11 09:19:27
5199,5101,2024-04-23,call,31,2024-11-11 09:19:27,2024-11-11 09:19:27
5200,2678,2024-03-16,call,12,2024-11-11 09:19:27,2024-11-11 09:19:27
5201,2181,2024-06-01,meeting,16,2024-11-11 09:19:27,2024-11-11 09:19:27
5202,9252,2023-05-14,meeting,36,2024-11-11 09:19:27,2024-11-11 09:19:27
5203,2463,2024-09-11,email,26,2024-11-11 09:19:27,2024-11-11 09:19:27
5204,5587,2024-04-10,meeting,22,2024-11-11 09:19:27,2024-11-11 09:19:27
5205,1468,2023-10-12,email,14,2024-11-11 09:19:27,2024-11-11 09:19:27
5206,6474,2024-07-17,email,29,2024-11-11 09:19:27,2024-11-11 09:19:27
5207,2449,2023-05-12,email,40,2024-11-11 09:19:27,2024-11-11 09:19:27
5208,6715,2024-08-21,call,43,2024-11-11 09:19:27,2024-11-11 09:19:27
5209,9416,2023-07-13,call,22,2024-11-11 09:19:27,2024-11-11 09:19:27
5210,9844,2024-08-16,meeting,50,2024-11-11 09:19:27,2024-11-11 09:19:27
5211,5828,2024-09-10,meeting,26,2024-11-11 09:19:27,2024-11-11 09:19:27
5212,6842,2024-09-28,call,5,2024-11-11 09:19:27,2024-11-11 09:19:27
5213,8393,2024-04-06,call,40,2024-11-11 09:19:27,2024-11-11 09:19:27
5214,2647,2024-04-05,call,47,2024-11-11 09:19:27,2024-11-11 09:19:27
5215,6973,2023-03-31,email,42,2024-11-11 09:19:27,2024-11-11 09:19:27
5216,3176,2023-05-28,meeting,42,2024-11-11 09:19:27,2024-11-11 09:19:27
5217,3629,2023-01-13,email,22,2024-11-11 09:19:27,2024-11-11 09:19:27
5218,2847,2023-06-17,meeting,1,2024-11-11 09:19:27,2024-11-11 09:19:27
5219,1442,2024-07-05,meeting,40,2024-11-11 09:19:27,2024-11-11 09:19:27
5220,9636,2023-01-12,call,33,2024-11-11 09:19:27,2024-11-11 09:19:27
5221,3053,2023-11-23,meeting,17,2024-11-11 09:19:27,2024-11-11 09:19:27
5222,4478,2024-02-13,meeting,3,2024-11-11 09:19:27,2024-11-11 09:19:27
5223,8514,2022-11-13,email,39,2024-11-11 09:19:27,2024-11-11 09:19:27
5224,5844,2023-04-14,email,18,2024-11-11 09:19:27,2024-11-11 09:19:27
5225,6349,2023-08-27,email,18,2024-11-11 09:19:27,2024-11-11 09:19:27
5226,7990,2024-05-04,call,16,2024-11-11 09:19:27,2024-11-11 09:19:27
5227,1514,2024-06-24,call,17,2024-11-11 09:19:27,2024-11-11 09:19:27
5228,5263,2023-01-30,meeting,39,2024-11-11 09:19:27,2024-11-11 09:19:27
5229,1935,2023-10-14,meeting,23,2024-11-11 09:19:27,2024-11-11 09:19:27
5230,6284,2023-04-09,email,6,2024-11-11 09:19:27,2024-11-11 09:19:27
5231,4917,2024-08-03,call,10,2024-11-11 09:19:27,2024-11-11 09:19:27
5232,5057,2024-02-29,meeting,46,2024-11-11 09:19:27,2024-11-11 09:19:27
5233,8505,2023-10-02,call,1,2024-11-11 09:19:27,2024-11-11 09:19:27
5234,7619,2024-01-21,email,15,2024-11-11 09:19:27,2024-11-11 09:19:27
5235,1811,2024-08-07,meeting,28,2024-11-11 09:19:27,2024-11-11 09:19:27
5236,6810,2023-08-04,meeting,30,2024-11-11 09:19:27,2024-11-11 09:19:27
5237,4936,2023-08-15,call,24,2024-11-11 09:19:27,2024-11-11 09:19:27
5238,6358,2024-10-10,email,25,2024-11-11 09:19:27,2024-11-11 09:19:27
5239,4638,2024-06-05,email,15,2024-11-11 09:19:27,2024-11-11 09:19:27
5240,1169,2024-08-25,email,14,2024-11-11 09:19:27,2024-11-11 09:19:27
5241,7096,2023-01-15,meeting,22,2024-11-11 09:19:27,2024-11-11 09:19:27
5242,7737,2023-07-17,email,2,2024-11-11 09:19:27,2024-11-11 09:19:27
5243,2022,2023-12-13,meeting,36,2024-11-11 09:19:27,2024-11-11 09:19:27
5244,1037,2024-09-30,email,8,2024-11-11 09:19:27,2024-11-11 09:19:27
5245,9302,2024-05-10,meeting,6,2024-11-11 09:19:27,2024-11-11 09:19:27
5246,1761,2023-04-30,meeting,49,2024-11-11 09:19:27,2024-11-11 09:19:27
5247,6501,2023-06-08,email,49,2024-11-11 09:19:27,2024-11-11 09:19:27
5248,3317,2022-11-18,email,19,2024-11-11 09:19:27,2024-11-11 09:19:27
5249,5363,2024-04-20,call,20,2024-11-11 09:19:27,2024-11-11 09:19:27
5250,4766,2024-05-07,meeting,26,2024-11-11 09:19:27,2024-11-11 09:19:27
5251,5317,2024-09-30,email,4,2024-11-11 09:19:27,2024-11-11 09:19:27
5252,6775,2024-09-07,meeting,48,2024-11-11 09:19:27,2024-11-11 09:19:27
5253,6628,2024-06-16,email,14,2024-11-11 09:19:27,2024-11-11 09:19:27
5254,2667,2023-12-19,meeting,27,2024-11-11 09:19:27,2024-11-11 09:19:27
5255,7444,2022-10-27,call,10,2024-11-11 09:19:27,2024-11-11 09:19:27
5256,4081,2024-03-30,call,17,2024-11-11 09:19:27,2024-11-11 09:19:27
5257,748,2023-05-16,email,26,2024-11-11 09:19:27,2024-11-11 09:19:27
5258,3262,2023-01-15,email,22,2024-11-11 09:19:27,2024-11-11 09:19:27
5259,2393,2024-05-05,call,31,2024-11-11 09:19:27,2024-11-11 09:19:27
5260,2643,2024-01-22,email,23,2024-11-11 09:19:27,2024-11-11 09:19:27
5261,2496,2023-01-27,email,15,2024-11-11 09:19:27,2024-11-11 09:19:27
5262,6334,2024-04-22,email,17,2024-11-11 09:19:27,2024-11-11 09:19:27
5263,4112,2024-01-18,email,30,2024-11-11 09:19:27,2024-11-11 09:19:27
5264,4836,2022-11-11,call,40,2024-11-11 09:19:27,2024-11-11 09:19:27
5265,2784,2023-01-08,call,20,2024-11-11 09:19:27,2024-11-11 09:19:27
5266,4041,2023-05-24,meeting,17,2024-11-11 09:19:27,2024-11-11 09:19:27
5267,290,2023-09-30,email,38,2024-11-11 09:19:27,2024-11-11 09:19:27
5268,334,2023-11-29,email,48,2024-11-11 09:19:27,2024-11-11 09:19:27
5269,6094,2024-02-27,email,20,2024-11-11 09:19:27,2024-11-11 09:19:27
5270,5417,2023-10-25,call,20,2024-11-11 09:19:27,2024-11-11 09:19:27
5271,2895,2023-08-05,meeting,17,2024-11-11 09:19:27,2024-11-11 09:19:27
5272,6767,2024-04-27,call,22,2024-11-11 09:19:27,2024-11-11 09:19:27
5273,8615,2024-01-29,call,48,2024-11-11 09:19:27,2024-11-11 09:19:27
5274,7112,2024-04-23,email,39,2024-11-11 09:19:27,2024-11-11 09:19:27
5275,446,2023-03-07,call,20,2024-11-11 09:19:27,2024-11-11 09:19:27
5276,7351,2023-02-16,email,30,2024-11-11 09:19:27,2024-11-11 09:19:27
5277,8572,2023-08-20,call,10,2024-11-11 09:19:27,2024-11-11 09:19:27
5278,739,2023-04-30,call,26,2024-11-11 09:19:27,2024-11-11 09:19:27
5279,7448,2023-10-19,meeting,18,2024-11-11 09:19:27,2024-11-11 09:19:27
5280,5771,2022-10-22,email,14,2024-11-11 09:19:27,2024-11-11 09:19:27
5281,6300,2023-12-11,call,23,2024-11-11 09:19:27,2024-11-11 09:19:27
5282,6882,2023-07-10,meeting,29,2024-11-11 09:19:27,2024-11-11 09:19:27
5283,8132,2022-12-18,meeting,24,2024-11-11 09:19:27,2024-11-11 09:19:27
5284,2128,2023-07-28,call,26,2024-11-11 09:19:27,2024-11-11 09:19:27
5285,7402,2023-12-10,meeting,42,2024-11-11 09:19:27,2024-11-11 09:19:27
5286,5207,2022-11-11,email,31,2024-11-11 09:19:27,2024-11-11 09:19:27
5287,9746,2022-12-08,meeting,31,2024-11-11 09:19:27,2024-11-11 09:19:27
5288,447,2023-06-24,email,1,2024-11-11 09:19:27,2024-11-11 09:19:27
5289,6845,2023-11-28,meeting,42,2024-11-11 09:19:27,2024-11-11 09:19:27
5290,5012,2023-05-03,call,13,2024-11-11 09:19:27,2024-11-11 09:19:27
5291,7568,2024-07-22,call,4,2024-11-11 09:19:27,2024-11-11 09:19:27
5292,7961,2023-10-08,meeting,33,2024-11-11 09:19:27,2024-11-11 09:19:27
5293,2719,2023-05-24,email,31,2024-11-11 09:19:27,2024-11-11 09:19:27
5294,7648,2024-03-06,email,48,2024-11-11 09:19:27,2024-11-11 09:19:27
5295,193,2024-08-12,email,29,2024-11-11 09:19:27,2024-11-11 09:19:27
5296,3832,2024-02-20,call,31,2024-11-11 09:19:27,2024-11-11 09:19:27
5297,7193,2024-06-11,meeting,14,2024-11-11 09:19:27,2024-11-11 09:19:27
5298,5968,2023-07-09,meeting,34,2024-11-11 09:19:27,2024-11-11 09:19:27
5299,6545,2024-04-10,call,19,2024-11-11 09:19:27,2024-11-11 09:19:27
5300,1923,2023-01-01,meeting,47,2024-11-11 09:19:27,2024-11-11 09:19:27
5301,9149,2023-09-22,email,19,2024-11-11 09:19:27,2024-11-11 09:19:27
5302,5255,2024-05-08,call,36,2024-11-11 09:19:27,2024-11-11 09:19:27
5303,145,2024-08-18,call,33,2024-11-11 09:19:27,2024-11-11 09:19:27
5304,3643,2022-11-16,call,24,2024-11-11 09:19:27,2024-11-11 09:19:27
5305,8538,2023-10-20,email,37,2024-11-11 09:19:27,2024-11-11 09:19:27
5306,9000,2023-01-19,email,2,2024-11-11 09:19:27,2024-11-11 09:19:27
5307,6048,2024-03-29,meeting,4,2024-11-11 09:19:27,2024-11-11 09:19:27
5308,408,2024-05-24,meeting,1,2024-11-11 09:19:27,2024-11-11 09:19:27
5309,2605,2024-09-27,email,24,2024-11-11 09:19:27,2024-11-11 09:19:27
5310,6358,2022-11-10,call,33,2024-11-11 09:19:27,2024-11-11 09:19:27
5311,1099,2023-05-28,meeting,29,2024-11-11 09:19:27,2024-11-11 09:19:27
5312,9812,2022-10-24,email,6,2024-11-11 09:19:27,2024-11-11 09:19:27
5313,5895,2024-05-08,email,15,2024-11-11 09:19:27,2024-11-11 09:19:27
5314,6482,2024-01-20,meeting,25,2024-11-11 09:19:27,2024-11-11 09:19:27
5315,7906,2024-06-20,meeting,42,2024-11-11 09:19:27,2024-11-11 09:19:27
5316,4376,2022-10-26,meeting,1,2024-11-11 09:19:27,2024-11-11 09:19:27
5317,1473,2024-05-09,email,24,2024-11-11 09:19:27,2024-11-11 09:19:27
5318,5735,2022-11-30,meeting,17,2024-11-11 09:19:27,2024-11-11 09:19:27
5319,892,2024-01-29,meeting,18,2024-11-11 09:19:27,2024-11-11 09:19:27
5320,6607,2024-07-15,email,25,2024-11-11 09:19:27,2024-11-11 09:19:27
5321,754,2023-10-12,call,7,2024-11-11 09:19:27,2024-11-11 09:19:27
5322,2527,2023-07-30,email,31,2024-11-11 09:19:27,2024-11-11 09:19:27
5323,3197,2024-05-31,call,11,2024-11-11 09:19:27,2024-11-11 09:19:27
5324,3008,2024-05-20,meeting,49,2024-11-11 09:19:27,2024-11-11 09:19:27
5325,829,2023-06-06,meeting,30,2024-11-11 09:19:27,2024-11-11 09:19:27
5326,8020,2023-08-10,email,3,2024-11-11 09:19:27,2024-11-11 09:19:27
5327,5316,2023-04-13,email,23,2024-11-11 09:19:27,2024-11-11 09:19:27
5328,8109,2023-12-16,call,47,2024-11-11 09:19:27,2024-11-11 09:19:27
5329,9157,2023-07-25,email,48,2024-11-11 09:19:27,2024-11-11 09:19:27
5330,7726,2023-01-19,meeting,4,2024-11-11 09:19:27,2024-11-11 09:19:27
5331,5782,2024-02-20,email,43,2024-11-11 09:19:27,2024-11-11 09:19:27
5332,2410,2024-02-04,email,46,2024-11-11 09:19:27,2024-11-11 09:19:27
5333,9275,2024-03-23,call,47,2024-11-11 09:19:27,2024-11-11 09:19:27
5334,4531,2024-06-16,call,17,2024-11-11 09:19:27,2024-11-11 09:19:27
5335,2711,2024-03-29,email,20,2024-11-11 09:19:27,2024-11-11 09:19:27
5336,8934,2024-06-05,meeting,18,2024-11-11 09:19:27,2024-11-11 09:19:27
5337,2427,2023-12-16,call,16,2024-11-11 09:19:27,2024-11-11 09:19:27
5338,1282,2023-06-09,email,40,2024-11-11 09:19:27,2024-11-11 09:19:27
5339,4494,2023-10-18,call,16,2024-11-11 09:19:27,2024-11-11 09:19:27
5340,4751,2024-04-25,email,14,2024-11-11 09:19:27,2024-11-11 09:19:27
5341,7265,2024-04-25,call,1,2024-11-11 09:19:27,2024-11-11 09:19:27
5342,2590,2023-01-28,call,37,2024-11-11 09:19:27,2024-11-11 09:19:27
5343,7224,2023-11-13,email,14,2024-11-11 09:19:27,2024-11-11 09:19:27
5344,5615,2023-10-31,email,34,2024-11-11 09:19:27,2024-11-11 09:19:27
5345,8818,2023-04-02,call,6,2024-11-11 09:19:27,2024-11-11 09:19:27
5346,9386,2023-03-30,call,10,2024-11-11 09:19:27,2024-11-11 09:19:27
5347,6931,2023-04-02,meeting,29,2024-11-11 09:19:27,2024-11-11 09:19:27
5348,2942,2023-12-09,meeting,2,2024-11-11 09:19:27,2024-11-11 09:19:27
5349,1567,2024-03-30,call,10,2024-11-11 09:19:27,2024-11-11 09:19:27
5350,8516,2024-07-26,meeting,44,2024-11-11 09:19:27,2024-11-11 09:19:27
5351,8401,2024-04-18,meeting,41,2024-11-11 09:19:27,2024-11-11 09:19:27
5352,396,2023-07-30,email,1,2024-11-11 09:19:27,2024-11-11 09:19:27
5353,4135,2023-03-01,email,9,2024-11-11 09:19:27,2024-11-11 09:19:27
5354,9062,2024-04-17,call,6,2024-11-11 09:19:27,2024-11-11 09:19:27
5355,2902,2023-08-02,call,5,2024-11-11 09:19:27,2024-11-11 09:19:27
5356,9887,2023-04-06,email,5,2024-11-11 09:19:27,2024-11-11 09:19:27
5357,8512,2024-09-04,call,32,2024-11-11 09:19:27,2024-11-11 09:19:27
5358,4016,2024-08-14,email,47,2024-11-11 09:19:27,2024-11-11 09:19:27
5359,2544,2023-12-19,meeting,7,2024-11-11 09:19:27,2024-11-11 09:19:27
5360,7723,2023-08-17,email,9,2024-11-11 09:19:27,2024-11-11 09:19:27
5361,1289,2024-07-22,meeting,6,2024-11-11 09:19:27,2024-11-11 09:19:27
5362,7411,2022-11-22,call,27,2024-11-11 09:19:27,2024-11-11 09:19:27
5363,5519,2023-05-29,call,36,2024-11-11 09:19:27,2024-11-11 09:19:27
5364,5324,2023-04-28,call,1,2024-11-11 09:19:27,2024-11-11 09:19:27
5365,9641,2023-11-12,email,23,2024-11-11 09:19:27,2024-11-11 09:19:27
5366,9589,2023-02-08,call,26,2024-11-11 09:19:27,2024-11-11 09:19:27
5367,760,2023-01-18,call,17,2024-11-11 09:19:27,2024-11-11 09:19:27
5368,3701,2022-11-15,meeting,12,2024-11-11 09:19:27,2024-11-11 09:19:27
5369,4179,2023-07-03,meeting,16,2024-11-11 09:19:27,2024-11-11 09:19:27
5370,9559,2023-02-19,email,9,2024-11-11 09:19:27,2024-11-11 09:19:27
5371,4793,2023-03-01,call,9,2024-11-11 09:19:27,2024-11-11 09:19:27
5372,7801,2023-04-18,meeting,36,2024-11-11 09:19:27,2024-11-11 09:19:27
5373,4050,2023-12-02,meeting,4,2024-11-11 09:19:27,2024-11-11 09:19:27
5374,7610,2023-09-16,meeting,32,2024-11-11 09:19:27,2024-11-11 09:19:27
5375,4663,2024-10-01,call,5,2024-11-11 09:19:27,2024-11-11 09:19:27
5376,43,2023-02-20,email,10,2024-11-11 09:19:27,2024-11-11 09:19:27
5377,7928,2024-07-07,meeting,13,2024-11-11 09:19:27,2024-11-11 09:19:27
5378,2939,2023-09-26,email,31,2024-11-11 09:19:27,2024-11-11 09:19:27
5379,9383,2023-03-25,meeting,31,2024-11-11 09:19:27,2024-11-11 09:19:27
5380,8766,2023-11-11,email,12,2024-11-11 09:19:27,2024-11-11 09:19:27
5381,9068,2024-05-29,call,27,2024-11-11 09:19:27,2024-11-11 09:19:27
5382,9378,2023-04-04,meeting,40,2024-11-11 09:19:27,2024-11-11 09:19:27
5383,5406,2023-09-28,email,41,2024-11-11 09:19:27,2024-11-11 09:19:27
5384,1085,2024-03-28,email,17,2024-11-11 09:19:27,2024-11-11 09:19:27
5385,2746,2024-04-10,meeting,49,2024-11-11 09:19:27,2024-11-11 09:19:27
5386,4419,2023-06-29,email,39,2024-11-11 09:19:27,2024-11-11 09:19:27
5387,9550,2023-11-06,call,2,2024-11-11 09:19:27,2024-11-11 09:19:27
5388,650,2022-11-06,call,34,2024-11-11 09:19:27,2024-11-11 09:19:27
5389,8749,2022-11-27,meeting,41,2024-11-11 09:19:27,2024-11-11 09:19:27
5390,4396,2022-12-10,meeting,1,2024-11-11 09:19:27,2024-11-11 09:19:27
5391,3871,2024-02-20,call,4,2024-11-11 09:19:27,2024-11-11 09:19:27
5392,6224,2023-01-13,email,5,2024-11-11 09:19:27,2024-11-11 09:19:27
5393,3263,2023-11-15,meeting,25,2024-11-11 09:19:27,2024-11-11 09:19:27
5394,5888,2023-07-23,call,27,2024-11-11 09:19:27,2024-11-11 09:19:27
5395,4558,2024-02-25,call,40,2024-11-11 09:19:27,2024-11-11 09:19:27
5396,791,2023-08-30,meeting,11,2024-11-11 09:19:27,2024-11-11 09:19:27
5397,5091,2024-06-20,call,49,2024-11-11 09:19:27,2024-11-11 09:19:27
5398,937,2024-02-06,meeting,48,2024-11-11 09:19:27,2024-11-11 09:19:27
5399,8395,2023-03-06,email,2,2024-11-11 09:19:27,2024-11-11 09:19:27
5400,5522,2024-10-12,email,45,2024-11-11 09:19:27,2024-11-11 09:19:27
5401,828,2024-06-26,call,38,2024-11-11 09:19:27,2024-11-11 09:19:27
5402,8084,2023-05-24,call,18,2024-11-11 09:19:27,2024-11-11 09:19:27
5403,2706,2024-06-22,call,1,2024-11-11 09:19:27,2024-11-11 09:19:27
5404,8179,2022-12-01,email,28,2024-11-11 09:19:27,2024-11-11 09:19:27
5405,3086,2024-05-14,meeting,3,2024-11-11 09:19:27,2024-11-11 09:19:27
5406,4973,2023-04-13,call,16,2024-11-11 09:19:27,2024-11-11 09:19:27
5407,8550,2023-08-22,meeting,24,2024-11-11 09:19:27,2024-11-11 09:19:27
5408,5374,2024-09-21,email,29,2024-11-11 09:19:27,2024-11-11 09:19:27
5409,5775,2024-05-30,call,20,2024-11-11 09:19:27,2024-11-11 09:19:27
5410,6870,2024-04-26,meeting,6,2024-11-11 09:19:27,2024-11-11 09:19:27
5411,7027,2024-01-01,call,41,2024-11-11 09:19:27,2024-11-11 09:19:27
5412,337,2024-08-29,email,7,2024-11-11 09:19:27,2024-11-11 09:19:27
5413,7721,2024-06-17,email,41,2024-11-11 09:19:27,2024-11-11 09:19:27
5414,5925,2023-03-30,meeting,14,2024-11-11 09:19:27,2024-11-11 09:19:27
5415,7904,2024-03-02,meeting,8,2024-11-11 09:19:27,2024-11-11 09:19:27
5416,6220,2022-11-08,call,34,2024-11-11 09:19:27,2024-11-11 09:19:27
5417,8096,2022-10-25,call,16,2024-11-11 09:19:27,2024-11-11 09:19:27
5418,5028,2024-09-01,call,9,2024-11-11 09:19:27,2024-11-11 09:19:27
5419,4497,2024-05-28,email,9,2024-11-11 09:19:27,2024-11-11 09:19:27
5420,2344,2024-05-07,call,33,2024-11-11 09:19:27,2024-11-11 09:19:27
5421,1558,2024-08-08,call,12,2024-11-11 09:19:27,2024-11-11 09:19:27
5422,3708,2024-06-15,call,7,2024-11-11 09:19:27,2024-11-11 09:19:27
5423,5961,2024-06-09,meeting,17,2024-11-11 09:19:27,2024-11-11 09:19:27
5424,4159,2023-07-10,meeting,19,2024-11-11 09:19:27,2024-11-11 09:19:27
5425,3445,2023-11-05,email,39,2024-11-11 09:19:27,2024-11-11 09:19:27
5426,5634,2024-02-15,meeting,33,2024-11-11 09:19:27,2024-11-11 09:19:27
5427,862,2023-04-06,email,30,2024-11-11 09:19:27,2024-11-11 09:19:27
5428,9698,2022-11-16,call,14,2024-11-11 09:19:27,2024-11-11 09:19:27
5429,5477,2024-02-28,call,1,2024-11-11 09:19:27,2024-11-11 09:19:27
5430,644,2023-10-04,email,25,2024-11-11 09:19:27,2024-11-11 09:19:27
5431,7251,2024-01-24,call,33,2024-11-11 09:19:27,2024-11-11 09:19:27
5432,9210,2023-12-22,call,32,2024-11-11 09:19:27,2024-11-11 09:19:27
5433,3335,2023-12-19,call,8,2024-11-11 09:19:27,2024-11-11 09:19:27
5434,4888,2024-01-16,call,32,2024-11-11 09:19:27,2024-11-11 09:19:27
5435,529,2023-06-09,meeting,8,2024-11-11 09:19:27,2024-11-11 09:19:27
5436,6662,2024-08-27,email,5,2024-11-11 09:19:27,2024-11-11 09:19:27
5437,9773,2023-09-18,email,5,2024-11-11 09:19:27,2024-11-11 09:19:27
5438,7649,2024-08-03,call,45,2024-11-11 09:19:27,2024-11-11 09:19:27
5439,745,2024-05-02,meeting,47,2024-11-11 09:19:27,2024-11-11 09:19:27
5440,6053,2022-11-05,meeting,44,2024-11-11 09:19:27,2024-11-11 09:19:27
5441,4819,2022-11-17,meeting,12,2024-11-11 09:19:27,2024-11-11 09:19:27
5442,4318,2024-02-28,email,35,2024-11-11 09:19:27,2024-11-11 09:19:27
5443,441,2022-11-07,email,1,2024-11-11 09:19:27,2024-11-11 09:19:27
5444,3512,2024-01-25,call,44,2024-11-11 09:19:27,2024-11-11 09:19:27
5445,5861,2023-03-27,meeting,46,2024-11-11 09:19:27,2024-11-11 09:19:27
5446,4129,2024-06-28,call,13,2024-11-11 09:19:27,2024-11-11 09:19:27
5447,7554,2024-04-21,email,18,2024-11-11 09:19:27,2024-11-11 09:19:27
5448,4759,2024-04-19,meeting,2,2024-11-11 09:19:27,2024-11-11 09:19:27
5449,5874,2024-05-31,call,11,2024-11-11 09:19:27,2024-11-11 09:19:27
5450,9338,2024-03-30,meeting,37,2024-11-11 09:19:27,2024-11-11 09:19:27
5451,6506,2023-10-10,meeting,4,2024-11-11 09:19:27,2024-11-11 09:19:27
5452,769,2023-10-03,email,26,2024-11-11 09:19:27,2024-11-11 09:19:27
5453,3516,2022-11-28,call,11,2024-11-11 09:19:27,2024-11-11 09:19:27
5454,4197,2024-03-29,call,33,2024-11-11 09:19:27,2024-11-11 09:19:27
5455,6036,2024-05-17,email,17,2024-11-11 09:19:27,2024-11-11 09:19:27
5456,9430,2023-10-11,email,20,2024-11-11 09:19:27,2024-11-11 09:19:27
5457,4051,2023-03-28,email,13,2024-11-11 09:19:27,2024-11-11 09:19:27
5458,4114,2023-03-11,email,9,2024-11-11 09:19:27,2024-11-11 09:19:27
5459,8586,2023-12-27,email,33,2024-11-11 09:19:27,2024-11-11 09:19:27
5460,7438,2024-07-22,meeting,15,2024-11-11 09:19:27,2024-11-11 09:19:27
5461,5641,2023-05-12,call,5,2024-11-11 09:19:27,2024-11-11 09:19:27
5462,4699,2024-04-28,email,45,2024-11-11 09:19:27,2024-11-11 09:19:27
5463,7280,2023-02-28,email,21,2024-11-11 09:19:27,2024-11-11 09:19:27
5464,550,2023-04-01,meeting,2,2024-11-11 09:19:27,2024-11-11 09:19:27
5465,7440,2023-04-06,call,16,2024-11-11 09:19:27,2024-11-11 09:19:27
5466,30,2024-10-15,email,44,2024-11-11 09:19:27,2024-11-11 09:19:27
5467,2421,2023-05-26,email,40,2024-11-11 09:19:27,2024-11-11 09:19:27
5468,9443,2024-02-16,call,34,2024-11-11 09:19:27,2024-11-11 09:19:27
5469,1050,2023-06-11,call,6,2024-11-11 09:19:27,2024-11-11 09:19:27
5470,7940,2023-03-24,email,14,2024-11-11 09:19:27,2024-11-11 09:19:27
5471,2720,2022-11-15,meeting,22,2024-11-11 09:19:27,2024-11-11 09:19:27
5472,8571,2024-07-19,email,22,2024-11-11 09:19:27,2024-11-11 09:19:27
5473,8733,2023-03-04,call,15,2024-11-11 09:19:27,2024-11-11 09:19:27
5474,5928,2024-04-15,email,13,2024-11-11 09:19:27,2024-11-11 09:19:27
5475,416,2023-09-26,email,14,2024-11-11 09:19:27,2024-11-11 09:19:27
5476,715,2023-01-20,meeting,24,2024-11-11 09:19:27,2024-11-11 09:19:27
5477,3116,2023-08-17,call,12,2024-11-11 09:19:27,2024-11-11 09:19:27
5478,6158,2023-03-02,meeting,4,2024-11-11 09:19:27,2024-11-11 09:19:27
5479,7551,2022-12-27,meeting,46,2024-11-11 09:19:27,2024-11-11 09:19:27
5480,7867,2023-06-10,call,23,2024-11-11 09:19:27,2024-11-11 09:19:27
5481,1561,2023-01-12,meeting,4,2024-11-11 09:19:27,2024-11-11 09:19:27
5482,9604,2023-12-18,call,30,2024-11-11 09:19:27,2024-11-11 09:19:27
5483,2077,2024-01-17,meeting,47,2024-11-11 09:19:27,2024-11-11 09:19:27
5484,7420,2024-03-31,meeting,2,2024-11-11 09:19:27,2024-11-11 09:19:27
5485,2180,2024-02-12,call,24,2024-11-11 09:19:27,2024-11-11 09:19:27
5486,2243,2024-03-24,email,35,2024-11-11 09:19:27,2024-11-11 09:19:27
5487,2702,2022-12-03,email,42,2024-11-11 09:19:27,2024-11-11 09:19:27
5488,2066,2023-10-04,meeting,37,2024-11-11 09:19:27,2024-11-11 09:19:27
5489,1916,2022-12-23,email,22,2024-11-11 09:19:27,2024-11-11 09:19:27
5490,7881,2024-03-21,meeting,45,2024-11-11 09:19:27,2024-11-11 09:19:27
5491,7984,2023-10-17,meeting,36,2024-11-11 09:19:27,2024-11-11 09:19:27
5492,3666,2023-11-02,meeting,20,2024-11-11 09:19:27,2024-11-11 09:19:27
5493,245,2024-09-24,meeting,23,2024-11-11 09:19:27,2024-11-11 09:19:27
