StageID,OpportunityID,StageName,StageStartDate,StageEndDate,created_at,updated_at
6035,8265,discovery,2023-09-24,2023-03-27,2024-11-11 09:19:27,2024-11-11 09:19:27
6036,1241,negotiation,2023-06-15,2024-07-01,2024-11-11 09:19:27,2024-11-11 09:19:27
6037,6207,proposal,2022-11-26,2024-08-04,2024-11-11 09:19:27,2024-11-11 09:19:27
6038,1866,negotiation,2023-11-20,2024-10-21,2024-11-11 09:19:27,2024-11-11 09:19:27
6039,1979,negotiation,2024-07-31,2024-09-08,2024-11-11 09:19:27,2024-11-11 09:19:27
6040,2265,discovery,2024-05-06,2023-02-19,2024-11-11 09:19:27,2024-11-11 09:19:27
6041,9702,proposal,2023-04-09,2024-06-24,2024-11-11 09:19:27,2024-11-11 09:19:27
6042,3093,negotiation,2023-10-29,2023-04-13,2024-11-11 09:19:27,2024-11-11 09:19:27
6043,9063,negotiation,2022-11-22,2023-10-19,2024-11-11 09:19:27,2024-11-11 09:19:27
6044,5099,proposal,2023-03-01,2024-08-13,2024-11-11 09:19:27,2024-11-11 09:19:27
6045,2233,proposal,2023-09-04,2024-06-15,2024-11-11 09:19:27,2024-11-11 09:19:27
6046,5734,discovery,2023-05-19,2024-10-17,2024-11-11 09:19:27,2024-11-11 09:19:27
6047,4924,discovery,2023-03-16,2023-03-21,2024-11-11 09:19:27,2024-11-11 09:19:27
6048,3471,negotiation,2023-08-20,2024-06-25,2024-11-11 09:19:27,2024-11-11 09:19:27
6049,679,negotiation,2024-07-23,2023-08-15,2024-11-11 09:19:27,2024-11-11 09:19:27
6050,388,proposal,2023-12-27,2023-12-10,2024-11-11 09:19:27,2024-11-11 09:19:27
6051,4517,discovery,2024-07-31,2024-01-17,2024-11-11 09:19:27,2024-11-11 09:19:27
6052,797,discovery,2024-01-14,2023-11-30,2024-11-11 09:19:27,2024-11-11 09:19:27
6053,8870,negotiation,2023-05-18,2024-03-13,2024-11-11 09:19:27,2024-11-11 09:19:27
6054,4083,discovery,2023-06-20,2024-01-27,2024-11-11 09:19:27,2024-11-11 09:19:27
6055,3300,negotiation,2024-07-20,2024-10-03,2024-11-11 09:19:27,2024-11-11 09:19:27
6056,2070,discovery,2024-05-14,2024-04-26,2024-11-11 09:19:27,2024-11-11 09:19:27
6057,2624,negotiation,2023-10-29,2023-05-16,2024-11-11 09:19:27,2024-11-11 09:19:27
6058,7435,negotiation,2023-07-07,2024-02-07,2024-11-11 09:19:27,2024-11-11 09:19:27
6059,4451,discovery,2024-02-07,2023-09-07,2024-11-11 09:19:27,2024-11-11 09:19:27
6060,785,discovery,2022-12-01,2023-12-19,2024-11-11 09:19:27,2024-11-11 09:19:27
6061,1791,negotiation,2023-04-13,2024-03-22,2024-11-11 09:19:27,2024-11-11 09:19:27
6062,2607,negotiation,2023-05-23,2022-10-28,2024-11-11 09:19:27,2024-11-11 09:19:27
6063,1265,discovery,2024-10-03,2024-08-08,2024-11-11 09:19:27,2024-11-11 09:19:27
6064,900,negotiation,2024-08-23,2024-07-14,2024-11-11 09:19:27,2024-11-11 09:19:27
6065,5189,proposal,2023-07-19,2023-01-03,2024-11-11 09:19:27,2024-11-11 09:19:27
6066,4754,proposal,2024-05-02,2024-09-08,2024-11-11 09:19:27,2024-11-11 09:19:27
6067,513,negotiation,2023-12-04,2024-07-09,2024-11-11 09:19:27,2024-11-11 09:19:27
6068,3770,discovery,2023-11-26,2023-10-26,2024-11-11 09:19:27,2024-11-11 09:19:27
6069,1599,negotiation,2024-09-11,2024-05-14,2024-11-11 09:19:27,2024-11-11 09:19:27
6070,3948,proposal,2023-03-31,2023-07-13,2024-11-11 09:19:27,2024-11-11 09:19:27
6071,617,discovery,2024-03-27,2024-03-16,2024-11-11 09:19:27,2024-11-11 09:19:27
6072,5683,negotiation,2024-01-13,2024-09-08,2024-11-11 09:19:27,2024-11-11 09:19:27
6073,4198,discovery,2023-01-09,2024-09-19,2024-11-11 09:19:27,2024-11-11 09:19:27
6074,2096,negotiation,2023-12-26,2024-10-08,2024-11-11 09:19:27,2024-11-11 09:19:27
6075,7347,discovery,2023-11-28,2023-06-09,2024-11-11 09:19:27,2024-11-11 09:19:27
6076,3212,proposal,2024-03-12,2022-12-27,2024-11-11 09:19:27,2024-11-11 09:19:27
6077,600,proposal,2023-10-15,2022-12-26,2024-11-11 09:19:27,2024-11-11 09:19:27
6078,664,negotiation,2024-07-05,2024-02-27,2024-11-11 09:19:27,2024-11-11 09:19:27
6079,7015,discovery,2023-07-28,2023-02-19,2024-11-11 09:19:27,2024-11-11 09:19:27
6080,3077,discovery,2023-09-07,2023-01-30,2024-11-11 09:19:27,2024-11-11 09:19:27
6081,1496,proposal,2023-02-16,2023-01-11,2024-11-11 09:19:27,2024-11-11 09:19:27
6082,3948,proposal,2023-11-10,2023-12-03,2024-11-11 09:19:27,2024-11-11 09:19:27
6083,8569,proposal,2022-10-30,2023-01-06,2024-11-11 09:19:27,2024-11-11 09:19:27
6084,4238,discovery,2023-02-05,2023-08-16,2024-11-11 09:19:27,2024-11-11 09:19:27
6085,1308,discovery,2023-10-07,2023-12-13,2024-11-11 09:19:27,2024-11-11 09:19:27
6086,9697,proposal,2023-12-24,2024-03-21,2024-11-11 09:19:27,2024-11-11 09:19:27
6087,5323,discovery,2023-03-11,2024-06-23,2024-11-11 09:19:27,2024-11-11 09:19:27
6088,7046,proposal,2023-04-18,2023-09-07,2024-11-11 09:19:27,2024-11-11 09:19:27
6089,6471,proposal,2024-01-26,2023-01-06,2024-11-11 09:19:27,2024-11-11 09:19:27
6090,9253,negotiation,2023-11-12,2024-04-20,2024-11-11 09:19:27,2024-11-11 09:19:27
6091,614,negotiation,2023-01-04,2023-04-24,2024-11-11 09:19:27,2024-11-11 09:19:27
6092,6624,discovery,2023-06-18,2023-08-16,2024-11-11 09:19:27,2024-11-11 09:19:27
6093,557,proposal,2024-05-26,2023-05-02,2024-11-11 09:19:27,2024-11-11 09:19:27
6094,8162,negotiation,2023-12-12,2024-04-02,2024-11-11 09:19:27,2024-11-11 09:19:27
6095,2201,negotiation,2023-02-15,2023-12-18,2024-11-11 09:19:27,2024-11-11 09:19:27
6096,404,discovery,2024-06-13,2024-09-27,2024-11-11 09:19:27,2024-11-11 09:19:27
6097,8601,discovery,2024-05-30,2023-06-03,2024-11-11 09:19:27,2024-11-11 09:19:27
6098,6932,negotiation,2023-03-26,2023-07-18,2024-11-11 09:19:27,2024-11-11 09:19:27
6099,897,negotiation,2022-11-21,2024-08-21,2024-11-11 09:19:27,2024-11-11 09:19:27
6100,3693,proposal,2024-07-22,2023-07-20,2024-11-11 09:19:27,2024-11-11 09:19:27
6101,1796,proposal,2023-07-19,2024-04-10,2024-11-11 09:19:27,2024-11-11 09:19:27
6102,6561,discovery,2022-12-13,2023-03-20,2024-11-11 09:19:27,2024-11-11 09:19:27
6103,6433,discovery,2023-12-19,2023-03-10,2024-11-11 09:19:27,2024-11-11 09:19:27
6104,5674,proposal,2024-05-07,2023-10-19,2024-11-11 09:19:27,2024-11-11 09:19:27
6105,6503,proposal,2024-02-08,2024-09-01,2024-11-11 09:19:27,2024-11-11 09:19:27
6106,2064,negotiation,2022-12-24,2023-04-20,2024-11-11 09:19:27,2024-11-11 09:19:27
6107,7285,proposal,2024-01-28,2024-01-01,2024-11-11 09:19:27,2024-11-11 09:19:27
6108,9587,negotiation,2023-09-15,2023-03-21,2024-11-11 09:19:27,2024-11-11 09:19:27
6109,4487,negotiation,2024-06-17,2024-02-16,2024-11-11 09:19:27,2024-11-11 09:19:27
6110,8174,proposal,2023-05-05,2023-06-04,2024-11-11 09:19:27,2024-11-11 09:19:27
6111,8326,proposal,2024-08-07,2023-05-08,2024-11-11 09:19:27,2024-11-11 09:19:27
6112,7796,proposal,2024-03-04,2023-11-28,2024-11-11 09:19:27,2024-11-11 09:19:27
6113,9795,proposal,2024-10-10,2024-02-18,2024-11-11 09:19:27,2024-11-11 09:19:27
6114,7224,negotiation,2024-06-04,2023-04-19,2024-11-11 09:19:27,2024-11-11 09:19:27
6115,2703,discovery,2023-08-05,2023-08-13,2024-11-11 09:19:27,2024-11-11 09:19:27
6116,7416,proposal,2023-08-03,2023-09-08,2024-11-11 09:19:27,2024-11-11 09:19:27
6117,6629,discovery,2022-12-21,2022-12-25,2024-11-11 09:19:27,2024-11-11 09:19:27
6118,7662,discovery,2023-07-06,2024-08-31,2024-11-11 09:19:27,2024-11-11 09:19:27
6119,5238,proposal,2023-03-20,2023-10-01,2024-11-11 09:19:27,2024-11-11 09:19:27
6120,5111,discovery,2024-04-25,2023-08-30,2024-11-11 09:19:27,2024-11-11 09:19:27
6121,1613,discovery,2024-03-23,2023-11-08,2024-11-11 09:19:27,2024-11-11 09:19:27
6122,8737,proposal,2024-04-24,2023-03-24,2024-11-11 09:19:27,2024-11-11 09:19:27
6123,9917,discovery,2022-12-18,2023-09-03,2024-11-11 09:19:27,2024-11-11 09:19:27
6124,58,negotiation,2024-03-04,2024-01-13,2024-11-11 09:19:27,2024-11-11 09:19:27
6125,1030,negotiation,2023-07-26,2023-11-16,2024-11-11 09:19:27,2024-11-11 09:19:27
6126,1899,negotiation,2024-07-25,2024-01-29,2024-11-11 09:19:27,2024-11-11 09:19:27
6127,5870,negotiation,2023-03-03,2023-11-24,2024-11-11 09:19:27,2024-11-11 09:19:27
6128,5169,negotiation,2024-01-14,2024-03-31,2024-11-11 09:19:27,2024-11-11 09:19:27
6129,1656,proposal,2023-05-22,2024-05-08,2024-11-11 09:19:27,2024-11-11 09:19:27
6130,3556,negotiation,2023-04-13,2023-04-14,2024-11-11 09:19:27,2024-11-11 09:19:27
6131,9323,negotiation,2023-08-05,2024-08-10,2024-11-11 09:19:27,2024-11-11 09:19:27
6132,8172,discovery,2023-04-25,2023-07-15,2024-11-11 09:19:27,2024-11-11 09:19:27
6133,8880,proposal,2024-02-18,2023-01-11,2024-11-11 09:19:27,2024-11-11 09:19:27
6134,1677,discovery,2024-08-05,2023-12-18,2024-11-11 09:19:27,2024-11-11 09:19:27
6135,5529,discovery,2023-02-13,2024-03-14,2024-11-11 09:19:27,2024-11-11 09:19:27
6136,9818,negotiation,2024-04-26,2023-11-03,2024-11-11 09:19:27,2024-11-11 09:19:27
6137,8948,discovery,2024-06-04,2023-12-01,2024-11-11 09:19:27,2024-11-11 09:19:27
6138,5157,negotiation,2023-08-12,2024-02-08,2024-11-11 09:19:27,2024-11-11 09:19:27
6139,3451,negotiation,2023-07-29,2023-01-11,2024-11-11 09:19:27,2024-11-11 09:19:27
6140,6606,proposal,2024-09-03,2024-03-18,2024-11-11 09:19:27,2024-11-11 09:19:27
6141,1222,negotiation,2023-10-04,2024-10-18,2024-11-11 09:19:27,2024-11-11 09:19:27
6142,6628,proposal,2023-11-03,2023-09-03,2024-11-11 09:19:27,2024-11-11 09:19:27
6143,6469,proposal,2024-01-20,2024-02-11,2024-11-11 09:19:27,2024-11-11 09:19:27
6144,9332,proposal,2023-12-04,2023-05-26,2024-11-11 09:19:27,2024-11-11 09:19:27
6145,5717,discovery,2024-07-23,2024-03-09,2024-11-11 09:19:27,2024-11-11 09:19:27
6146,5994,discovery,2024-02-14,2024-01-30,2024-11-11 09:19:27,2024-11-11 09:19:27
6147,3542,proposal,2023-09-02,2022-12-17,2024-11-11 09:19:27,2024-11-11 09:19:27
6148,8410,negotiation,2023-06-15,2024-04-30,2024-11-11 09:19:27,2024-11-11 09:19:27
6149,5890,proposal,2024-04-24,2023-02-10,2024-11-11 09:19:27,2024-11-11 09:19:27
6150,9461,negotiation,2024-03-31,2024-05-31,2024-11-11 09:19:27,2024-11-11 09:19:27
6151,7349,discovery,2024-04-28,2024-09-18,2024-11-11 09:19:27,2024-11-11 09:19:27
6152,6842,negotiation,2023-02-27,2024-09-20,2024-11-11 09:19:27,2024-11-11 09:19:27
6153,8672,negotiation,2023-12-08,2023-07-07,2024-11-11 09:19:27,2024-11-11 09:19:27
6154,2305,discovery,2024-03-02,2023-02-07,2024-11-11 09:19:27,2024-11-11 09:19:27
6155,3691,discovery,2023-04-23,2023-09-16,2024-11-11 09:19:27,2024-11-11 09:19:27
6156,1146,proposal,2024-06-18,2023-10-28,2024-11-11 09:19:27,2024-11-11 09:19:27
6157,8362,proposal,2022-11-01,2023-09-28,2024-11-11 09:19:27,2024-11-11 09:19:27
6158,9685,proposal,2024-02-13,2022-12-10,2024-11-11 09:19:27,2024-11-11 09:19:27
6159,3231,proposal,2023-09-21,2024-08-10,2024-11-11 09:19:27,2024-11-11 09:19:27
6160,2593,proposal,2024-01-17,2023-04-16,2024-11-11 09:19:27,2024-11-11 09:19:27
6161,1040,discovery,2023-05-06,2024-10-03,2024-11-11 09:19:27,2024-11-11 09:19:27
6162,9128,negotiation,2024-01-22,2023-11-27,2024-11-11 09:19:27,2024-11-11 09:19:27
6163,211,proposal,2024-09-22,2024-02-19,2024-11-11 09:19:27,2024-11-11 09:19:27
6164,5709,discovery,2022-12-07,2023-07-31,2024-11-11 09:19:27,2024-11-11 09:19:27
6165,5000,proposal,2022-10-28,2024-09-23,2024-11-11 09:19:27,2024-11-11 09:19:27
6166,2492,negotiation,2024-06-04,2024-04-17,2024-11-11 09:19:27,2024-11-11 09:19:27
6167,8342,discovery,2024-05-07,2023-12-03,2024-11-11 09:19:27,2024-11-11 09:19:27
6168,4478,negotiation,2024-03-15,2024-03-12,2024-11-11 09:19:27,2024-11-11 09:19:27
6169,8981,negotiation,2023-08-27,2022-12-15,2024-11-11 09:19:27,2024-11-11 09:19:27
6170,1948,proposal,2023-02-15,2023-06-29,2024-11-11 09:19:27,2024-11-11 09:19:27
6171,2232,discovery,2022-12-12,2023-05-11,2024-11-11 09:19:27,2024-11-11 09:19:27
6172,7683,discovery,2023-04-19,2024-01-05,2024-11-11 09:19:27,2024-11-11 09:19:27
6173,228,discovery,2023-12-26,2023-06-10,2024-11-11 09:19:27,2024-11-11 09:19:27
6174,3026,proposal,2023-11-26,2023-07-28,2024-11-11 09:19:27,2024-11-11 09:19:27
6175,6414,proposal,2023-01-26,2023-09-04,2024-11-11 09:19:27,2024-11-11 09:19:27
6176,6801,discovery,2024-01-21,2024-06-14,2024-11-11 09:19:27,2024-11-11 09:19:27
6177,2145,negotiation,2023-02-03,2022-11-02,2024-11-11 09:19:27,2024-11-11 09:19:27
6178,5698,negotiation,2024-01-07,2023-06-26,2024-11-11 09:19:27,2024-11-11 09:19:27
6179,2984,negotiation,2023-08-26,2023-05-03,2024-11-11 09:19:27,2024-11-11 09:19:27
6180,3019,discovery,2024-06-16,2023-06-19,2024-11-11 09:19:27,2024-11-11 09:19:27
6181,7918,discovery,2024-02-04,2024-07-06,2024-11-11 09:19:27,2024-11-11 09:19:27
6182,2037,negotiation,2024-04-09,2024-09-26,2024-11-11 09:19:27,2024-11-11 09:19:27
6183,5859,proposal,2024-01-28,2023-09-15,2024-11-11 09:19:27,2024-11-11 09:19:27
6184,548,negotiation,2024-08-10,2023-02-02,2024-11-11 09:19:27,2024-11-11 09:19:27
6185,1048,negotiation,2023-11-30,2023-06-10,2024-11-11 09:19:27,2024-11-11 09:19:27
6186,4656,negotiation,2024-07-21,2024-01-28,2024-11-11 09:19:27,2024-11-11 09:19:27
6187,4875,negotiation,2024-01-14,2023-08-10,2024-11-11 09:19:27,2024-11-11 09:19:27
6188,9328,negotiation,2024-07-20,2023-04-08,2024-11-11 09:19:27,2024-11-11 09:19:27
6189,6172,negotiation,2023-04-30,2024-01-16,2024-11-11 09:19:27,2024-11-11 09:19:27
6190,351,discovery,2024-06-16,2022-12-10,2024-11-11 09:19:27,2024-11-11 09:19:27
6191,6461,negotiation,2022-12-27,2024-03-04,2024-11-11 09:19:27,2024-11-11 09:19:27
6192,194,proposal,2022-11-05,2024-08-25,2024-11-11 09:19:27,2024-11-11 09:19:27
6193,2133,discovery,2022-12-09,2023-04-25,2024-11-11 09:19:27,2024-11-11 09:19:27
6194,6511,discovery,2022-12-21,2023-01-15,2024-11-11 09:19:27,2024-11-11 09:19:27
6195,642,negotiation,2023-06-17,2024-01-23,2024-11-11 09:19:27,2024-11-11 09:19:27
6196,6992,discovery,2023-07-06,2023-06-27,2024-11-11 09:19:27,2024-11-11 09:19:27
6197,2503,negotiation,2024-09-24,2024-08-09,2024-11-11 09:19:27,2024-11-11 09:19:27
6198,3976,proposal,2023-12-24,2024-08-06,2024-11-11 09:19:27,2024-11-11 09:19:27
6199,3773,discovery,2024-03-26,2024-10-15,2024-11-11 09:19:27,2024-11-11 09:19:27
6200,5956,proposal,2022-11-17,2023-01-21,2024-11-11 09:19:27,2024-11-11 09:19:27
6201,4336,discovery,2023-11-19,2024-01-14,2024-11-11 09:19:27,2024-11-11 09:19:27
6202,8730,negotiation,2022-12-27,2024-04-17,2024-11-11 09:19:27,2024-11-11 09:19:27
6203,5466,negotiation,2024-03-18,2024-05-27,2024-11-11 09:19:27,2024-11-11 09:19:27
6204,7851,negotiation,2024-06-13,2023-01-16,2024-11-11 09:19:27,2024-11-11 09:19:27
6205,4667,proposal,2022-11-01,2023-06-20,2024-11-11 09:19:27,2024-11-11 09:19:27
6206,2147,proposal,2023-02-18,2022-11-19,2024-11-11 09:19:27,2024-11-11 09:19:27
6207,5883,negotiation,2024-08-21,2023-11-07,2024-11-11 09:19:27,2024-11-11 09:19:27
6208,3957,negotiation,2022-12-16,2022-12-28,2024-11-11 09:19:27,2024-11-11 09:19:27
6209,5294,proposal,2023-12-19,2023-05-30,2024-11-11 09:19:27,2024-11-11 09:19:27
6210,986,negotiation,2023-07-13,2023-08-12,2024-11-11 09:19:27,2024-11-11 09:19:27
6211,489,proposal,2024-07-30,2022-11-17,2024-11-11 09:19:27,2024-11-11 09:19:27
6212,7765,discovery,2022-10-25,2024-07-20,2024-11-11 09:19:27,2024-11-11 09:19:27
6213,6606,discovery,2024-10-08,2023-06-04,2024-11-11 09:19:27,2024-11-11 09:19:27
6214,817,negotiation,2023-08-18,2023-09-30,2024-11-11 09:19:27,2024-11-11 09:19:27
6215,9925,discovery,2022-12-16,2023-07-29,2024-11-11 09:19:27,2024-11-11 09:19:27
6216,6781,discovery,2024-09-15,2022-12-02,2024-11-11 09:19:27,2024-11-11 09:19:27
6217,1558,discovery,2023-09-29,2023-05-11,2024-11-11 09:19:27,2024-11-11 09:19:27
6218,3129,discovery,2024-09-03,2022-12-29,2024-11-11 09:19:27,2024-11-11 09:19:27
6219,5586,proposal,2022-11-14,2024-06-13,2024-11-11 09:19:27,2024-11-11 09:19:27
6220,6344,proposal,2023-10-31,2024-07-07,2024-11-11 09:19:27,2024-11-11 09:19:27
6221,3097,discovery,2023-01-29,2022-12-19,2024-11-11 09:19:27,2024-11-11 09:19:27
6222,2431,negotiation,2022-12-05,2024-06-26,2024-11-11 09:19:27,2024-11-11 09:19:27
6223,4232,discovery,2024-02-11,2024-04-22,2024-11-11 09:19:27,2024-11-11 09:19:27
6224,9999,negotiation,2023-02-03,2023-07-04,2024-11-11 09:19:27,2024-11-11 09:19:27
6225,4576,discovery,2023-08-18,2024-08-01,2024-11-11 09:19:27,2024-11-11 09:19:27
6226,5594,negotiation,2023-11-19,2023-06-19,2024-11-11 09:19:27,2024-11-11 09:19:27
6227,4297,proposal,2023-06-27,2023-03-06,2024-11-11 09:19:27,2024-11-11 09:19:27
6228,3178,discovery,2022-12-15,2024-01-03,2024-11-11 09:19:27,2024-11-11 09:19:27
6229,4740,proposal,2023-09-19,2023-09-16,2024-11-11 09:19:27,2024-11-11 09:19:27
6230,218,negotiation,2022-12-18,2023-02-01,2024-11-11 09:19:27,2024-11-11 09:19:27
6231,7168,proposal,2024-05-06,2024-03-28,2024-11-11 09:19:27,2024-11-11 09:19:27
6232,4686,negotiation,2024-04-25,2024-09-11,2024-11-11 09:19:27,2024-11-11 09:19:27
6233,9706,negotiation,2023-03-11,2023-01-18,2024-11-11 09:19:27,2024-11-11 09:19:27
6234,3806,proposal,2023-12-11,2023-05-25,2024-11-11 09:19:27,2024-11-11 09:19:27
6235,7059,negotiation,2024-05-17,2023-08-28,2024-11-11 09:19:27,2024-11-11 09:19:27
6236,163,discovery,2024-03-21,2024-02-24,2024-11-11 09:19:27,2024-11-11 09:19:27
6237,3637,negotiation,2023-09-02,2022-11-09,2024-11-11 09:19:27,2024-11-11 09:19:27
6238,3144,discovery,2023-02-14,2024-08-02,2024-11-11 09:19:27,2024-11-11 09:19:27
6239,3571,discovery,2023-07-09,2023-11-07,2024-11-11 09:19:27,2024-11-11 09:19:27
6240,675,proposal,2023-07-31,2023-02-27,2024-11-11 09:19:27,2024-11-11 09:19:27
6241,8587,proposal,2024-03-27,2023-10-11,2024-11-11 09:19:27,2024-11-11 09:19:27
6242,3697,negotiation,2024-03-04,2022-12-12,2024-11-11 09:19:27,2024-11-11 09:19:27
6243,1745,proposal,2023-07-20,2024-07-04,2024-11-11 09:19:27,2024-11-11 09:19:27
6244,7589,discovery,2023-07-05,2024-05-23,2024-11-11 09:19:27,2024-11-11 09:19:27
6245,9419,negotiation,2023-04-16,2024-06-08,2024-11-11 09:19:27,2024-11-11 09:19:27
6246,8370,proposal,2023-05-26,2023-11-16,2024-11-11 09:19:27,2024-11-11 09:19:27
6247,2516,negotiation,2024-10-13,2023-07-09,2024-11-11 09:19:27,2024-11-11 09:19:27
6248,5808,proposal,2022-12-07,2023-01-15,2024-11-11 09:19:27,2024-11-11 09:19:27
6249,3711,discovery,2023-04-08,2022-10-22,2024-11-11 09:19:27,2024-11-11 09:19:27
6250,1573,proposal,2023-04-13,2023-07-13,2024-11-11 09:19:27,2024-11-11 09:19:27
6251,7862,proposal,2023-03-31,2024-08-07,2024-11-11 09:19:27,2024-11-11 09:19:27
6252,2054,negotiation,2023-11-27,2023-02-17,2024-11-11 09:19:27,2024-11-11 09:19:27
6253,5817,proposal,2022-12-12,2024-05-09,2024-11-11 09:19:27,2024-11-11 09:19:27
6254,7482,proposal,2024-08-24,2024-04-21,2024-11-11 09:19:27,2024-11-11 09:19:27
6255,3115,discovery,2023-08-01,2023-04-26,2024-11-11 09:19:27,2024-11-11 09:19:27
6256,8668,proposal,2024-04-03,2023-09-26,2024-11-11 09:19:27,2024-11-11 09:19:27
6257,6545,negotiation,2023-11-18,2022-11-06,2024-11-11 09:19:27,2024-11-11 09:19:27
6258,3255,negotiation,2023-03-27,2023-03-03,2024-11-11 09:19:27,2024-11-11 09:19:27
6259,335,discovery,2024-08-15,2023-08-16,2024-11-11 09:19:27,2024-11-11 09:19:27
6260,2930,proposal,2024-10-03,2023-12-14,2024-11-11 09:19:27,2024-11-11 09:19:27
6261,1131,proposal,2023-11-12,2023-08-17,2024-11-11 09:19:27,2024-11-11 09:19:27
6262,7212,discovery,2022-10-31,2023-03-18,2024-11-11 09:19:27,2024-11-11 09:19:27
6263,7253,discovery,2023-05-28,2022-12-28,2024-11-11 09:19:27,2024-11-11 09:19:27
6264,6271,negotiation,2023-08-06,2023-10-31,2024-11-11 09:19:27,2024-11-11 09:19:27
6265,8323,discovery,2024-03-08,2023-03-09,2024-11-11 09:19:27,2024-11-11 09:19:27
6266,7998,negotiation,2023-01-03,2023-07-29,2024-11-11 09:19:27,2024-11-11 09:19:27
6267,4571,negotiation,2024-02-17,2024-04-24,2024-11-11 09:19:27,2024-11-11 09:19:27
6268,4056,negotiation,2024-02-12,2023-07-11,2024-11-11 09:19:27,2024-11-11 09:19:27
6269,3071,proposal,2024-02-04,2024-09-10,2024-11-11 09:19:27,2024-11-11 09:19:27
6270,6941,discovery,2023-10-06,2022-12-07,2024-11-11 09:19:27,2024-11-11 09:19:27
6271,5855,discovery,2023-09-11,2023-03-04,2024-11-11 09:19:27,2024-11-11 09:19:27
6272,3581,proposal,2024-03-30,2024-09-21,2024-11-11 09:19:27,2024-11-11 09:19:27
6273,4633,proposal,2024-10-02,2024-04-22,2024-11-11 09:19:27,2024-11-11 09:19:27
6274,5403,discovery,2022-11-09,2023-11-13,2024-11-11 09:19:27,2024-11-11 09:19:27
6275,7690,negotiation,2024-06-24,2024-09-14,2024-11-11 09:19:27,2024-11-11 09:19:27
6276,7390,negotiation,2023-07-16,2023-03-02,2024-11-11 09:19:27,2024-11-11 09:19:27
6277,2823,proposal,2024-02-15,2024-06-23,2024-11-11 09:19:27,2024-11-11 09:19:27
6278,8948,negotiation,2024-03-20,2024-06-06,2024-11-11 09:19:27,2024-11-11 09:19:27
6279,2168,negotiation,2023-05-13,2023-09-22,2024-11-11 09:19:27,2024-11-11 09:19:27
6280,6204,negotiation,2023-04-06,2023-03-08,2024-11-11 09:19:27,2024-11-11 09:19:27
6281,8809,discovery,2024-07-09,2022-12-30,2024-11-11 09:19:27,2024-11-11 09:19:27
6282,5529,proposal,2023-09-17,2023-07-12,2024-11-11 09:19:27,2024-11-11 09:19:27
6283,7349,negotiation,2024-09-10,2022-11-10,2024-11-11 09:19:27,2024-11-11 09:19:27
6284,3056,proposal,2023-09-30,2024-08-10,2024-11-11 09:19:27,2024-11-11 09:19:27
6285,1996,negotiation,2023-09-22,2022-12-25,2024-11-11 09:19:27,2024-11-11 09:19:27
6286,7111,proposal,2024-08-04,2023-02-16,2024-11-11 09:19:27,2024-11-11 09:19:27
6287,3566,negotiation,2023-05-04,2023-08-11,2024-11-11 09:19:27,2024-11-11 09:19:27
6288,1766,negotiation,2024-07-09,2022-10-26,2024-11-11 09:19:27,2024-11-11 09:19:27
6289,3505,negotiation,2023-04-29,2024-03-17,2024-11-11 09:19:27,2024-11-11 09:19:27
6290,5893,negotiation,2023-08-28,2023-03-07,2024-11-11 09:19:27,2024-11-11 09:19:27
6291,5471,discovery,2023-10-04,2023-01-24,2024-11-11 09:19:27,2024-11-11 09:19:27
6292,1771,discovery,2022-11-21,2023-08-21,2024-11-11 09:19:27,2024-11-11 09:19:27
6293,8451,negotiation,2022-12-07,2023-01-14,2024-11-11 09:19:27,2024-11-11 09:19:27
6294,2258,discovery,2024-03-16,2023-11-21,2024-11-11 09:19:27,2024-11-11 09:19:27
6295,537,negotiation,2024-08-20,2023-05-18,2024-11-11 09:19:27,2024-11-11 09:19:27
6296,5239,discovery,2023-12-19,2024-08-22,2024-11-11 09:19:27,2024-11-11 09:19:27
6297,7533,proposal,2024-03-07,2024-07-03,2024-11-11 09:19:27,2024-11-11 09:19:27
6298,4690,negotiation,2023-05-15,2023-02-16,2024-11-11 09:19:27,2024-11-11 09:19:27
6299,1822,proposal,2023-01-01,2023-07-22,2024-11-11 09:19:27,2024-11-11 09:19:27
6300,9698,proposal,2023-12-12,2024-07-14,2024-11-11 09:19:27,2024-11-11 09:19:27
6301,8414,discovery,2023-10-09,2023-09-07,2024-11-11 09:19:27,2024-11-11 09:19:27
6302,476,discovery,2023-01-16,2023-04-13,2024-11-11 09:19:27,2024-11-11 09:19:27
6303,8125,negotiation,2024-06-24,2024-10-02,2024-11-11 09:19:27,2024-11-11 09:19:27
6304,7493,proposal,2022-11-23,2023-05-11,2024-11-11 09:19:27,2024-11-11 09:19:27
6305,6306,negotiation,2022-11-18,2024-03-02,2024-11-11 09:19:27,2024-11-11 09:19:27
6306,9633,proposal,2023-09-04,2023-05-29,2024-11-11 09:19:27,2024-11-11 09:19:27
6307,5794,negotiation,2024-05-22,2024-07-07,2024-11-11 09:19:27,2024-11-11 09:19:27
6308,7437,discovery,2023-05-04,2024-06-14,2024-11-11 09:19:27,2024-11-11 09:19:27
6309,4761,proposal,2024-04-09,2023-09-22,2024-11-11 09:19:27,2024-11-11 09:19:27
6310,7955,negotiation,2024-09-25,2023-12-17,2024-11-11 09:19:27,2024-11-11 09:19:27
6311,5758,proposal,2023-10-19,2022-12-11,2024-11-11 09:19:27,2024-11-11 09:19:27
